message,label
Rs 2500 has been debited from your account for Swiggy order. Available balance Rs 50000,safe
Congratulations you are selected for lucky winner prize of Rs 1500. Claim now https://instant-loan-approve.com,scam
Your Netflix subscription has been renewed for Rs 999,safe
Dear customer your Axis Bank KYC will expire today. Update immediately or account will be blocked https://kyc-update-now.info,scam
Suresh has sent you a payment request of Rs 500 on PhonePe. Approve now https://tinyurl.com/claim-now,scam
You have received Rs 50000 refund from PhonePe. Click link to collect https://tinyurl.com/claim-now,scam
Your flight PNR ED1F2E is confirmed for tomorrow 6am departure,safe
URGENT: Your Paytm account has been suspended. Verify your UPI PIN now to reactivate https://bit.ly/kyc-update,scam
Rs 500 credited to your account from salary. Available balance Rs 1500,safe
"Rohan, your SBI account balance is Rs 25000 as of today",safe
Your flight PNR 3BG4H3 is confirmed for tomorrow 6am departure,safe
Congratulations! You have won Rs 9999 in PNB lucky draw. Click here to claim https://prize-winner-claim.info,scam
Your Netflix subscription has been renewed for Rs 2500,safe
Your rent payment of Rs 25000 has been received by your landlord,safe
Your credit card limit has been increased to Rs 2500. Click to activate now https://instant-loan-approve.com,scam
Rs 2000 sent to Anjali via UPI. Transaction ID 824154194,safe
Your internet bill of Rs 5000 has been auto-debited successfully,safe
You have an unclaimed parcel. Pay Rs 100000 customs fee to release it https://secure-bank-verify.com,scam
"Rohan, your Paytm account balance is Rs 999 as of today",safe
Your electricity bill of Rs 1500 is pending. Pay now to avoid disconnection https://cashback-claim.tk,scam
Rs 500 credited to your account from salary. Available balance Rs 100000,safe
Rs 2000 sent to Neha via UPI. Transaction ID 617090292,safe
Free recharge of Rs 10000 waiting for you. Click to claim before offer expires https://tinyurl.com/claim-now,scam
Your Google Pay net banking has been locked due to suspicious activity. Unlock here https://account-block-alert.xyz,scam
"Suresh, your Axis Bank account balance is Rs 50000 as of today",safe
Rs 9999 has been debited from your account for Swiggy order. Available balance Rs 15000,safe
"Neha, your HDFC account balance is Rs 5000 as of today",safe
URGENT: Your ICICI account has been suspended. Verify your UPI PIN now to reactivate https://kyc-update-now.info,scam
You have received Rs 50000 refund from BOB. Click link to collect https://instant-loan-approve.com,scam
Income tax refund of Rs 15000 approved. Click to claim before deadline https://instant-loan-approve.com,scam
Income tax refund of Rs 5000 approved. Click to claim before deadline https://prize-winner-claim.info,scam
Rs 100000 has been debited from your account for Swiggy order. Available balance Rs 100000,safe
Rs 9999 credited to your account from salary. Available balance Rs 9999,safe
You are eligible for a government subsidy of Rs 100000. Claim before it expires https://kyc-update-now.info,scam
Your electricity bill of Rs 50000 is pending. Pay now to avoid disconnection https://verify-account.xyz,scam
Your OTP for login is 221875. Do not share this with anyone.,safe
Your internet bill of Rs 2000 has been auto-debited successfully,safe
Rs 1500 has been debited from your account for Swiggy order. Available balance Rs 2500,safe
Rs 10000 has been debited from your account for Swiggy order. Available balance Rs 2000,safe
Rs 50000 credited to your account from salary. Available balance Rs 15000,safe
Your college fee payment of Rs 5000 has been received successfully,safe
"Arpit, your PNB account balance is Rs 15000 as of today",safe
"Rahul, your Paytm account balance is Rs 2000 as of today",safe
Your OTP for login is 525558. Do not share this with anyone.,safe
Rs 9999 sent to Sneha via UPI. Transaction ID 625176174,safe
Your flight PNR 1FF513 is confirmed for tomorrow 6am departure,safe
Rs 5000 credited to your account from salary. Available balance Rs 500,safe
Happy birthday Rohan! Wishing you a wonderful year ahead,safe
Your Kotak statement for last month is now available in the app,safe
URGENT: Your PNB account has been suspended. Verify your UPI PIN now to reactivate https://prize-winner-claim.info,scam
Your Kotak KYC is incomplete. Complete now or wallet will be frozen https://kyc-update-now.info,scam
Rs 5000 credited to your account from salary. Available balance Rs 2500,safe
Dear customer your SBI KYC will expire today. Update immediately or account will be blocked https://kyc-update-now.info,scam
Rs 999 has been debited from your account for Swiggy order. Available balance Rs 50000,safe
Hurry! Only 2 hours left to claim your Rs 500 cashback reward https://secure-bank-verify.com,scam
Your PNB statement for last month is now available in the app,safe
You are eligible for a government subsidy of Rs 100000. Claim before it expires https://instant-loan-approve.com,scam
Your flight PNR BB12HG is confirmed for tomorrow 6am departure,safe
Your Google Pay statement for last month is now available in the app,safe
Rs 2500 credited to your account from salary. Available balance Rs 100000,safe
"Sneha, your HDFC account balance is Rs 100000 as of today",safe
"abhijeet, your Kotak account balance is Rs 9999 as of today",safe
"abhijeet, your BOB account balance is Rs 1500 as of today",safe
Alert: Your Kotak debit card will expire today. Update details on this link https://refund-claim.tk,scam
Your electricity bill of Rs 5000 has been paid successfully,safe
Your credit card limit has been increased to Rs 999. Click to activate now https://kyc-update-now.info,scam
Rs 5000 sent to Arush via UPI. Transaction ID 362682448,safe
Your recharge of Rs 10000 was successful. Validity till next month,safe
Your flight PNR FCDAC3 is confirmed for tomorrow 6am departure,safe
Your SIM card will be deactivated today due to KYC mismatch. Update now https://account-block-alert.xyz,scam
"Sneha, your ICICI account balance is Rs 1500 as of today",safe
Your rent payment of Rs 9999 has been received by your landlord,safe
Free 1 year subscription waiting for you. Click here to activate https://tinyurl.com/claim-now,scam
You have received Rs 25000 refund from ICICI. Click link to collect https://cashback-claim.tk,scam
Your OTP for login is 465618. Do not share this with anyone.,safe
URGENT: Your Paytm account has been suspended. Verify your UPI PIN now to reactivate https://kyc-update-now.info,scam
Your Netflix subscription has been renewed for Rs 100000,safe
Your college fee payment of Rs 9999 has been received successfully,safe
Your mobile number won a lottery of Rs 25000. Send your bank details to claim now,scam
Sneha has sent you a payment request of Rs 100000 on Axis Bank. Approve now https://refund-claim.tk,scam
Rs 5000 sent to Arpit via UPI. Transaction ID 835176322,safe
Your recharge of Rs 50000 was successful. Validity till next month,safe
Your OTP for login is 384686. Do not share this with anyone.,safe
Rs 5000 sent to Priya via UPI. Transaction ID 584494738,safe
Your OTP for login is 471427. Do not share this with anyone.,safe
"abhijeet, your SBI account balance is Rs 25000 as of today",safe
Your OTP for login is 621937. Do not share this with anyone.,safe
Your recharge of Rs 9999 was successful. Validity till next month,safe
Your BOB account will be blocked in 24 hours. Update PAN card details immediately https://kyc-update-now.info,scam
Your internet bill of Rs 999 has been auto-debited successfully,safe
"Neha, your HDFC account balance is Rs 2000 as of today",safe
Your Netflix subscription has been renewed for Rs 9999,safe
Loan approved instantly! No documents required. Click here to get Rs 100000 in your account https://account-block-alert.xyz,scam
Rs 9999 credited to your account from salary. Available balance Rs 25000,safe
Dear customer your PNB KYC will expire today. Update immediately or account will be blocked https://tinyurl.com/claim-now,scam
Your UPI ID has been used for a transaction of Rs 500. If not done by you click here to block https://instant-loan-approve.com,scam
Your Netflix subscription has been renewed for Rs 25000,safe
"Neha, your PhonePe account balance is Rs 500 as of today",safe
Alert: Your SBI debit card will expire today. Update details on this link https://bit.ly/kyc-update,scam
Amit has sent you a payment request of Rs 100000 on Kotak. Approve now https://prize-winner-claim.info,scam
Your electricity bill of Rs 2000 is pending. Pay now to avoid disconnection https://prize-winner-claim.info,scam
Your flight PNR 5FCGBE is confirmed for tomorrow 6am departure,safe
Congratulations! You have won Rs 1500 in Axis Bank lucky draw. Click here to claim https://account-block-alert.xyz,scam
Your credit card limit has been increased to Rs 5000. Click to activate now https://cashback-claim.tk,scam
"Sneha, your SBI account balance is Rs 2000 as of today",safe
Kotak security team: verify your account within 30 minutes to avoid permanent block https://kyc-update-now.info,scam
"Dear user, someone tried to login to your Axis Bank account. Click to secure your account immediately https://secure-bank-verify.com",scam
URGENT: Your Kotak account has been suspended. Verify your UPI PIN now to reactivate https://secure-bank-verify.com,scam
Your rent payment of Rs 100000 has been received by your landlord,safe
"Work from home and earn Rs 9999 per week guaranteed, limited seats, register now https://instant-loan-approve.com",scam
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 100000,safe
Anjali has sent you a payment request of Rs 25000 on Paytm. Approve now https://tinyurl.com/claim-now,scam
"Dear user, someone tried to login to your SBI account. Click to secure your account immediately https://verify-account.xyz",scam
SBI security team: verify your account within 30 minutes to avoid permanent block https://instant-loan-approve.com,scam
You are eligible for a government subsidy of Rs 25000. Claim before it expires https://prize-winner-claim.info,scam
Rs 2500 has been debited from your account for Swiggy order. Available balance Rs 1500,safe
Congratulations! You have won Rs 15000 in Google Pay lucky draw. Click here to claim https://instant-loan-approve.com,scam
Rs 9999 has been debited from your account for Swiggy order. Available balance Rs 2000,safe
Your OTP for login is 250127. Do not share this with anyone.,safe
Your rent payment of Rs 15000 has been received by your landlord,safe
Your college fee payment of Rs 999 has been received successfully,safe
"Dear user, someone tried to login to your Kotak account. Click to secure your account immediately https://prize-winner-claim.info",scam
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 10000,safe
Alert: Your BOB debit card will expire today. Update details on this link https://bit.ly/kyc-update,scam
PhonePe alert: Unusual activity detected on your account. Confirm your identity by entering OTP on this link https://kyc-update-now.info,scam
Job offer! Earn Rs 999 daily working from home. Register now and pay registration fee https://secure-bank-verify.com,scam
Your SIM card will be deactivated today due to KYC mismatch. Update now https://refund-claim.tk,scam
Loan approved instantly! No documents required. Click here to get Rs 2000 in your account https://account-block-alert.xyz,scam
Loan approved instantly! No documents required. Click here to get Rs 10000 in your account https://bit.ly/kyc-update,scam
Your flight PNR E5HFG3 is confirmed for tomorrow 6am departure,safe
Your electricity bill of Rs 9999 is pending. Pay now to avoid disconnection https://secure-bank-verify.com,scam
"Rahul, your ICICI account balance is Rs 1500 as of today",safe
Last warning: Your Aadhaar linked Google Pay account will be deactivated today. Verify now https://secure-bank-verify.com,scam
Rs 2500 sent to Priya via UPI. Transaction ID 867129446,safe
Income tax refund of Rs 1500 approved. Click to claim before deadline https://prize-winner-claim.info,scam
Your electricity bill of Rs 2500 has been paid successfully,safe
Rs 100000 has been debited from your account for Swiggy order. Available balance Rs 10000,safe
Your OTP for login is 734433. Do not share this with anyone.,safe
URGENT: Your BOB account has been suspended. Verify your UPI PIN now to reactivate https://instant-loan-approve.com,scam
Your electricity bill of Rs 50000 has been paid successfully,safe
Google Pay security team: verify your account within 30 minutes to avoid permanent block https://kyc-update-now.info,scam
Your flight PNR FD33AC is confirmed for tomorrow 6am departure,safe
Your HDFC net banking has been locked due to suspicious activity. Unlock here https://prize-winner-claim.info,scam
Get Rs 25000 cashback instantly. Just click and enter your UPI PIN to receive https://account-block-alert.xyz,scam
Your electricity bill of Rs 500 has been paid successfully,safe
Your flight PNR ACDAHF is confirmed for tomorrow 6am departure,safe
"Arush, your Kotak account balance is Rs 999 as of today",safe
Job offer! Earn Rs 2000 daily working from home. Register now and pay registration fee https://kyc-update-now.info,scam
Congratulations! You have won Rs 2500 in ICICI lucky draw. Click here to claim https://tinyurl.com/claim-now,scam
Your electricity connection will be cut tonight. Pay pending bill immediately https://kyc-update-now.info,scam
Rs 999 credited to your account from salary. Available balance Rs 999,safe
"Arpit, your Kotak account balance is Rs 50000 as of today",safe
Free recharge of Rs 25000 waiting for you. Click to claim before offer expires https://account-block-alert.xyz,scam
Rs 5000 has been debited from your account for Swiggy order. Available balance Rs 50000,safe
Your UPI ID has been used for a transaction of Rs 25000. If not done by you click here to block https://refund-claim.tk,scam
Your electricity bill of Rs 25000 has been paid successfully,safe
Rs 5000 sent to Arpit via UPI. Transaction ID 526555697,safe
SBI security team: verify your account within 30 minutes to avoid permanent block https://refund-claim.tk,scam
Your OTP for login is 388842. Do not share this with anyone.,safe
Your PNB net banking has been locked due to suspicious activity. Unlock here https://account-block-alert.xyz,scam
Income tax refund of Rs 9999 approved. Click to claim before deadline https://cashback-claim.tk,scam
Your electricity bill of Rs 10000 has been paid successfully,safe
Your OTP for login is 787923. Do not share this with anyone.,safe
Rs 9999 credited to your account from salary. Available balance Rs 10000,safe
Free 1 year subscription waiting for you. Click here to activate https://instant-loan-approve.com,scam
Your HDFC KYC is incomplete. Complete now or wallet will be frozen https://bit.ly/kyc-update,scam
Income tax refund of Rs 5000 approved. Click to claim before deadline https://bit.ly/kyc-update,scam
Your flight PNR 1FC213 is confirmed for tomorrow 6am departure,safe
Rs 100000 sent to Sneha via UPI. Transaction ID 368431133,safe
Your Google Pay KYC is incomplete. Complete now or wallet will be frozen https://secure-bank-verify.com,scam
Dear customer your PhonePe KYC will expire today. Update immediately or account will be blocked https://instant-loan-approve.com,scam
Congratulations you are selected for lucky winner prize of Rs 50000. Claim now https://kyc-update-now.info,scam
Your SIM card will be deactivated today due to KYC mismatch. Update now https://prize-winner-claim.info,scam
Your UPI ID has been used for a transaction of Rs 25000. If not done by you click here to block https://bit.ly/kyc-update,scam
Your flight PNR HD535A is confirmed for tomorrow 6am departure,safe
"Arpit, your PNB account balance is Rs 9999 as of today",safe
ICICI security team: verify your account within 30 minutes to avoid permanent block https://kyc-update-now.info,scam
"Priya, your Google Pay account balance is Rs 5000 as of today",safe
Get Rs 2000 cashback instantly. Just click and enter your UPI PIN to receive https://kyc-update-now.info,scam
You have an unclaimed parcel. Pay Rs 1500 customs fee to release it https://verify-account.xyz,scam
HDFC security team: verify your account within 30 minutes to avoid permanent block https://verify-account.xyz,scam
"Priya, your BOB account balance is Rs 15000 as of today",safe
Congratulations! You have won Rs 2500 in Paytm lucky draw. Click here to claim https://bit.ly/kyc-update,scam
Get Rs 2000 cashback instantly. Just click and enter your UPI PIN to receive https://secure-bank-verify.com,scam
HDFC security team: verify your account within 30 minutes to avoid permanent block https://instant-loan-approve.com,scam
Rs 100000 sent to abhijeet via UPI. Transaction ID 916553446,safe
Your OTP for login is 486737. Do not share this with anyone.,safe
Rs 500 sent to abhijeet via UPI. Transaction ID 315577750,safe
Your package has been delivered. Thank you for shopping with us,safe
Your SIM card will be deactivated today due to KYC mismatch. Update now https://kyc-update-now.info,scam
Rs 2500 credited to your account from salary. Available balance Rs 9999,safe
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 5000,safe
Your OTP for login is 839421. Do not share this with anyone.,safe
Get Rs 1500 cashback instantly. Just click and enter your UPI PIN to receive https://cashback-claim.tk,scam
Your food delivery partner Priya has picked up your order,safe
Your Netflix subscription has been renewed for Rs 50000,safe
Rs 10000 credited to your account from salary. Available balance Rs 500,safe
Your food delivery partner Kavita has picked up your order,safe
Congratulations! You have won Rs 2500 in SBI lucky draw. Click here to claim https://verify-account.xyz,scam
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 2500,safe
Rs 2500 credited to your account from salary. Available balance Rs 5000,safe
Loan approved instantly! No documents required. Click here to get Rs 9999 in your account https://account-block-alert.xyz,scam
Rs 1500 has been debited from your account for Swiggy order. Available balance Rs 500,safe
Your food delivery partner Amit has picked up your order,safe
Hurry! Only 2 hours left to claim your Rs 1500 cashback reward https://cashback-claim.tk,scam
Your mobile number won a lottery of Rs 5000. Send your bank details to claim now,scam
Your food delivery partner Neha has picked up your order,safe
"Kavita, your HDFC account balance is Rs 2500 as of today",safe
"Amit, your SBI account balance is Rs 25000 as of today",safe
Suresh has sent you a payment request of Rs 100000 on BOB. Approve now https://instant-loan-approve.com,scam
Income tax refund of Rs 9999 approved. Click to claim before deadline https://prize-winner-claim.info,scam
Your PNB account will be blocked in 24 hours. Update PAN card details immediately https://instant-loan-approve.com,scam
Your mobile number won a lottery of Rs 2000. Send your bank details to claim now,scam
Your electricity bill of Rs 500 is pending. Pay now to avoid disconnection https://prize-winner-claim.info,scam
Your SIM card will be deactivated today due to KYC mismatch. Update now https://tinyurl.com/claim-now,scam
Rs 2000 sent to Amit via UPI. Transaction ID 728468793,safe
Your credit card limit has been increased to Rs 25000. Click to activate now https://prize-winner-claim.info,scam
Job offer! Earn Rs 10000 daily working from home. Register now and pay registration fee https://prize-winner-claim.info,scam
Your flight PNR G441B5 is confirmed for tomorrow 6am departure,safe
URGENT: Your BOB account has been suspended. Verify your UPI PIN now to reactivate https://kyc-update-now.info,scam
"Work from home and earn Rs 1500 per week guaranteed, limited seats, register now https://instant-loan-approve.com",scam
Your credit card limit has been increased to Rs 500. Click to activate now https://refund-claim.tk,scam
Your recharge of Rs 25000 was successful. Validity till next month,safe
Your SIM card will be deactivated today due to KYC mismatch. Update now https://secure-bank-verify.com,scam
Rs 2000 sent to abhijeet via UPI. Transaction ID 486692169,safe
You have an unclaimed parcel. Pay Rs 500 customs fee to release it https://kyc-update-now.info,scam
Rs 100000 sent to Rohan via UPI. Transaction ID 732287160,safe
"Vikram, your PNB account balance is Rs 2000 as of today",safe
You have received Rs 5000 refund from Axis Bank. Click link to collect https://kyc-update-now.info,scam
Loan approved instantly! No documents required. Click here to get Rs 15000 in your account https://bit.ly/kyc-update,scam
Hurry! Only 2 hours left to claim your Rs 2000 cashback reward https://cashback-claim.tk,scam
Your Google Pay net banking has been locked due to suspicious activity. Unlock here https://secure-bank-verify.com,scam
Congratulations you are selected for lucky winner prize of Rs 10000. Claim now https://tinyurl.com/claim-now,scam
You are eligible for a government subsidy of Rs 25000. Claim before it expires https://secure-bank-verify.com,scam
You have received Rs 15000 refund from PNB. Click link to collect https://cashback-claim.tk,scam
Income tax refund of Rs 500 approved. Click to claim before deadline https://instant-loan-approve.com,scam
"Arpit, your SBI account balance is Rs 10000 as of today",safe
You have an unclaimed parcel. Pay Rs 100000 customs fee to release it https://account-block-alert.xyz,scam
Rs 50000 has been debited from your account for Swiggy order. Available balance Rs 1500,safe
Suresh has sent you a payment request of Rs 500 on SBI. Approve now https://bit.ly/kyc-update,scam
"Dear user, someone tried to login to your Kotak account. Click to secure your account immediately https://cashback-claim.tk",scam
Free recharge of Rs 2000 waiting for you. Click to claim before offer expires https://tinyurl.com/claim-now,scam
Your rent payment of Rs 500 has been received by your landlord,safe
Free recharge of Rs 9999 waiting for you. Click to claim before offer expires https://refund-claim.tk,scam
You have received Rs 2000 refund from HDFC. Click link to collect https://instant-loan-approve.com,scam
